Title,Author,Year,Type of Prize,url
his analysis of intertemporal tradeoffs in macroeconomic policy,['Edmund S. Phelps'],2006		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/2006/summary/
"their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",['Roy J. Glauber'],2005		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/2005/summary/
the development of the metathesis method in organic synthesis,"['Yves Chauvin', 'Robert H. Grubbs', 'Richard R. Schrock']",2005		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/2005/summary/
their discovery of the bacterium Helicobacter pylori and its role in gastritis and peptic ulcer disease,"['Barry J. Marshall', 'J. Robin Warren']",2005		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/2005/summary/
who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms,['Harold Pinter'],2005		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/2005/summary/
their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,"['International Atomic Energy Agency', 'Mohamed ElBaradei']",2005		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/2005/summary/
having enhanced our understanding of conflict and cooperation through game-theory analysis,"['Robert J. Aumann', 'Thomas C. Schelling']",2005		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/2005/summary/
the discovery of asymptotic freedom in the theory of the strong interaction,"['David J. Gross', 'H. David Politzer', 'Frank Wilczek']",2004		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/2004/summary/
the discovery of ubiquitin-mediated protein degradation,"['Aaron Ciechanover', 'Avram Hershko', 'Irwin Rose']",2004		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/2004/summary/
their discoveries of odorant receptors and the organization of the olfactory system,"['Richard Axel', 'Linda B. Buck']",2004		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/2004/summary/
her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clichés and their subjugating power,['Elfriede Jelinek'],2004		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/2004/summary/
"her contribution to sustainable development, democracy and peace",['Wangari Maathai'],2004		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/2004/summary/
their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,"['Finn E. Kydland', 'Edward C. Prescott']",2004		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/2004/summary/
pioneering contributions to the theory of superconductors and superfluids,"['Alexei Abrikosov', 'Vitaly L. Ginzburg', 'Anthony J. Leggett']",2003		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/2003/summary/
structural and mechanistic studies of ion channels,['Peter Agre'],2003		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/2003/summary/
their discoveries concerning magnetic resonance imaging,"['Paul C. Lauterbur', 'Sir Peter Mansfield']",2003		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/2003/summary/
who in innumerable guises portrays the surprising involvement of the outsider,['J. M. Coetzee'],2003		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/2003/summary/
her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,['Shirin Ebadi'],2003		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/2003/summary/
methods of analyzing economic time series with common trends (cointegration),['Robert F. Engle III'],2003		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/2003/summary/
"pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources","['Raymond Davis Jr.', 'Masatoshi Koshiba']",2002		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/2002/summary/
his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,"['John B. Fenn', 'Koichi Tanaka']",2002		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/2002/summary/
their discoveries concerning genetic regulation of organ development and programmed cell death,"['Sydney Brenner', 'H. Robert Horvitz', 'John E. Sulston']",2002		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/2002/summary/
writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history,['Imre Kertész'],2002		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/2002/summary/
"his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development",['Jimmy Carter'],2002		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/2002/summary/
"having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms",['Daniel Kahneman'],2002		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/2002/summary/
"the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates","['Eric Cornell', 'Wolfgang Ketterle', 'Carl Wieman']",2001		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/2001/summary/
his work on chirally catalysed oxidation reactions,"['William Knowles', 'Ryoji Noyori']",2001		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/2001/summary/
their discoveries of key regulators of the cell cycle,"['Leland Hartwell', 'Tim Hunt', 'Sir Paul Nurse']",2001		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/2001/summary/
having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories,['V. S. Naipaul'],2001		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/2001/summary/
their work for a better organized and more peaceful world,"['United Nations', 'Kofi Annan']",2001		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/2001/summary/
their analyses of markets with asymmetric information,"['George A. Akerlof', 'A. Michael Spence', 'Joseph E. Stiglitz']",2001		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/2001/summary/
his part in the invention of the integrated circuit,"['Zhores Alferov', 'Herbert Kroemer']",2000		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/2000/summary/
the discovery and development of conductive polymers,"['Alan Heeger', 'Alan MacDiarmid', 'Hideki Shirakawa']",2000		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/2000/summary/
their discoveries concerning signal transduction in the nervous system,"['Arvid Carlsson', 'Paul Greengard', 'Eric Kandel']",2000		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/2000/summary/
"an œuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama",['Gao Xingjian'],2000		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/2000/summary/
"his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",['Kim Dae-jung'],2000		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/2000/summary/
his development of theory and methods for analyzing discrete choice,['James J. Heckman'],2000		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/2000/summary/
elucidating the quantum structure of electroweak interactions in physics,"[""Gerardus 't Hooft"", 'Martinus J.G. Veltman']",1999		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1999/summary/
his studies of the transition states of chemical reactions using femtosecond spectroscopy,['Ahmed Zewail'],1999		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1999/summary/
the discovery that proteins have intrinsic signals that govern their transport and localization in the cell,['Günter Blobel'],1999		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1999/summary/
whose frolicsome black fables portray the forgotten face of history,['Günter Grass'],1999		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1999/summary/
in recognition of the organisation's pioneering humanitarian work on several continents,['Doctors Without Borders'],1999		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1999/summary/
his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas,['Robert Mundell'],1999		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/1999/summary/
their discovery of a new form of quantum fluid with fractionally charged excitations,"['Robert B. Laughlin', 'Horst L. Störmer', 'Daniel C. Tsui']",1998		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1998/summary/
his development of computational methods in quantum chemistry,['Walter Kohn'],1998		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1998/summary/
their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,"['Robert F. Furchgott', 'Louis J. Ignarro', 'Ferid Murad']",1998		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1998/summary/
"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality",['José Saramago'],1998		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1998/summary/
their efforts to find a peaceful solution to the conflict in Northern Ireland,"['John Hume', 'David Trimble']",1998		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1998/summary/
his contributions to welfare economics,['Amartya Sen'],1998		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/1998/summary/
development of methods to cool and trap atoms with laser light,"['Steven Chu', 'Claude Cohen-Tannoudji', 'William D. Phillips']",1997		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1997/summary/
"the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase","['Paul D. Boyer', 'John E. Walker']",1997		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1997/summary/
his discovery of Prions - a new biological principle of infection,['Stanley B. Prusiner'],1997		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1997/summary/
who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden,['Dario Fo'],1997		,Literature Nobel prize,https://www.nobelprize.org/prizes/literature/1997/summary/
their work for the banning and clearing of anti-personnel mines,"['International Campaign to Ban Landmines', 'Jody Williams']",1997		,Prize Nobel prize,https://www.nobelprize.org/prizes/peace/1997/summary/
a new method to determine the value of derivatives,"['Robert C. Merton', 'Myron Scholes']",1997		,Nobel Nobel prize,https://www.nobelprize.org/prizes/economic-sciences/1997/summary/
their discovery of superfluidity in helium-3,"['David M. Lee', 'Douglas D. Osheroff', 'Robert C. Richardson']",1996		,Physics Nobel prize,https://www.nobelprize.org/prizes/physics/1996/summary/
their discovery of fullerenes,"['Robert F. Curl Jr.', 'Sir Harold Kroto', 'Richard E. Smalley']",1996		,Chemistry Nobel prize,https://www.nobelprize.org/prizes/chemistry/1996/summary/
their discoveries concerning the specificity of the cell mediated immune defence,"['Peter C. Doherty', 'Rolf M. Zinkernagel']",1996		,Medicine Nobel prize,https://www.nobelprize.org/prizes/medicine/1996/summary/
